timestamp,alt_max,landed,freefall,ground_contact,maybe_landed,basestation,flight_number
353749848,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
354754240,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
355763910,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
356773523,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
357774697,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
358780571,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
359786479,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
360805757,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
361808554,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
362810485,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
363811031,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
364817480,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
365833481,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
366836855,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
367840149,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
368851487,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
369851491,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
370863032,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
371870528,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
372884829,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
373894549,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
374909174,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
375914550,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
376932100,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
377944569,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
378948139,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
379951492,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
380959311,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
381964051,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
382978481,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
383983281,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
384987491,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
385992213,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
387007925,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
388017556,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
389027518,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
390046528,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
391057665,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
392076042,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
393095134,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
394102478,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
395118506,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
396122554,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
397128604,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
398144666,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
399145480,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
400145548,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
401164574,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
402164691,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
403175214,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
404188939,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
405198737,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
406202288,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
407209728,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
408211497,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
409219479,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
410225480,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
411230509,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
412233502,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
413252827,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
414260601,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
415270497,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
416289482,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
417294337,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
418301488,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
419301656,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
420303265,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
421309435,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
422320556,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
423330295,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
424343763,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
425361655,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
426363519,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
427364140,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
428382494,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
429385468,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
430388734,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
431075618,125.0,0,0,1,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
431136563,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
431952852,125.0,0,0,1,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
432244024,125.0,0,0,0,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
432580143,125.0,1,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
433597721,125.0,1,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
434600640,125.0,1,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
